name,description,ingredients,steps,tags,minutes,id
Sama Rice Kheer,,"100 gm Sama,500 ml Milk,5 cup Water,50 gm Sugar,1 tsp cardamom powder,","Wash and add 5 cup water in sama.,Cook for 5-6 whistle at medium to slow flame in cooker.,When it is cook, add milk, sugar and stir well.,Cook for 10 minutes till it becomes medium thick.,Now mix cardamom powder and serve.","Farali,Sweets",21,63
Mix Kathol nu Shaak Äì Mix Pulses,"Kathol (Pulses) is good source of protein, Carbohydrate, calcium, iron and fat. Pulses are healthy options for vegetarians. Pluses may add in many other recipes like soups, casseroles and more and add extra texture and flavor. Pluses are helpful in loose weight, reduce blood cholesterol, reduce lipids stored in blood serum, reduce and control blood sugar and more.","1 cup Chickpea (chana),Ω cup Moth beans (math),Ω cup Dried Green Peas,Ω cup Chola Beans,Ω cup Green Beans (mag),1 cup Tomatoes (chopped),1 cup Onions (chopped),2 tbsp Coriander leaves,1 tbsp Lemon juice,Water according to requirement,,3 tbsp oil,1 tsp cumin seeds,Pinch of asafetida,Ω tsp turmeric powder,2 tsp garlic chutney,2 tsp red chili powder,Salt to taste","Soak all kathod in warm water at least 4-5 hour.,Cook for 7-8 whistle in a cooker.,When it becomes cool, drain water from it.,Keep in a bowl.,Heat oil in a pan at slow flame.,Add cumin seeds in it.,When it is spluttering, add tomatoes and onions in it.,Stir it properly.,Now add salt, garlic chutney, turmeric powder, red chili powder,In it mix well and add all kathod in it. Stir properly.,Add 1-2 cup water in it.,Cook for 5 minutes at slow flame.,Now add lemon juice in it. Mix well.,Garnish with coriander leaves.,Serve with regular dish.",Vegetables,20,64
Bharela Ringan Batata Äì Stuffed Baingan Aloo,"PrintBharela Ringan Batata Äì Stuffed Baingan AlooRating: 51Prep Time: 5 minutesCook Time: 25 minutesTotal Time: 30 minutesServing Size: 4Bharela Ringan Bataka (Stuffed Baingan Aloo) is one of traditional gujarati vegetable. It is spicy delicious daily meal recipe.Ingredients4 small sizes Ringan (Eggplants)4 small bataka (potatoes)For Stuffing1 tbsp peanut (crushed)2 tbsp chickpea flour (roasted)1 tbsp cumin- coriander powder1 tsp ginger garlic paste1 tsp sugar powderΩ tsp turmeric powder3 tsp red chili powderSalt to taste2 tsp lemon juice1 tbsp coriander leaves2 tbsp oilFor Seasoning2 tbsp Oil1 tsp Cumin seeds1 tsp mustard seedsPinch of AsafetidaInstructionsBoil potatoes for 1 whistle.Peel and slit potatoes into 4 parts.Wash eggplants and Slit eggplant into 4 parts but not all length.Mix all stuffing ingredients.Fill stuffing into eggplant and potatoes.Heat oil in a pan at medium flame and add mustard seeds in it.When it is spattering, add cumin seed in it.Then add asafetida, potatoes, and eggplants and stir slowly.Add Ω cup water in it.Cook for 2 whistles in a cooker.Serve hot.NotesServe hot with Roti, Rotla or Puri.3.1","4 small sizes Ringan (Eggplants),4 small bataka (potatoes),,1 tbsp peanut (crushed),2 tbsp chickpea flour (roasted),1 tbsp cumin- coriander powder,1 tsp ginger garlic paste,1 tsp sugar powder,Ω tsp turmeric powder,3 tsp red chili powder,Salt to taste,2 tsp lemon juice,1 tbsp coriander leaves,2 tbsp oil,,2 tbsp Oil,1 tsp Cumin seeds,1 tsp mustard seeds,Pinch of Asafetida","Boil potatoes for 1 whistle.,Peel and slit potatoes into 4 parts.,Wash eggplants and Slit eggplant into 4 parts but not all length.,Mix all stuffing ingredients.,Fill stuffing into eggplant and potatoes.,Heat oil in a pan at medium flame and add mustard seeds in it.,When it is spattering, add cumin seed in it.,Then add asafetida, potatoes, and eggplants and stir slowly.,Add Ω cup water in it.,Cook for 2 whistles in a cooker.,Serve hot.","Daily Meal,Vegetables",120,65
Bhinda nu shaak (Lady Fingers),"PrintBhinda nu shaakRating: 51Prep Time: 10 minutesCook Time: 20 minutesTotal Time: 25 minutesServing Size: 4Okra Fry (Bhinda nu shaak) is delicious and one of favorite Gujarati household vegetable. It is easy and quick to make. You can eat in every season in lunch or dinner.Ingredients250 gm Lady`s finger cut in to small piecesOilFor SeasoningΩ tsp Cumin seedsΩ tsp Turmeric powder1 tsp Cumin coriander powder1 tsp Garlic paste3 tsp Red Chilli powderA Pinch of AsafoetidaSalt to tasteInstructionsHeat oil in a pan and fry lady`s finger at high flame.After that heat 2 tsp oil in a pan and add cumin seeds, asafoetida, turmeric powder, lady`s finger (fried), garlic paste  stir well.Now add salt, red chilli powder, cumin coriander powder and stir it well.Let it simmer for 3-4 minutes at slow flame.Shaak is ready for serve.You can serve with Rotli, Rotla, bhakhari also.NotesYou can add garlic chutney to make more spicier also.3.1","250 gm Lady`s finger cut in to small pieces,Oil,,Ω tsp Cumin seeds,Ω tsp Turmeric powder,1 tsp Cumin coriander powder,1 tsp Garlic paste,3 tsp Red Chilli powder,A Pinch of Asafoetida,Salt to taste","Heat oil in a pan and fry lady`s finger at high flame.,After that heat 2 tsp oil in a pan and add cumin seeds, asafoetida, turmeric powder, lady`s finger (fried), garlic paste  stir well.,Now add salt, red chilli powder, cumin coriander powder and stir it well.,Let it simmer for 3-4 minutes at slow flame.,Shaak is ready for serve.,You can serve with Rotli, Rotla, bhakhari also.","Daily Meal,Vegetables",10,66
Kela nu Shaak,"PrintKela nu ShaakRating: 51Prep Time: 5 minutesCook Time: 15 minutesTotal Time: 20 minutesServing Size: 4Kela nu shaak (Banana Curry) is unique tasted and quick to make subji. It has delicious sweet taste.Ingredients250 gm Banana1 tbsp Coriander leavesFor Seasoning2 tbsp Oil1 tsp Garlic-ginger pasteº of Mustard seedsº of Cumin seedsPinch of Asafetida1 tbsp Red chili powder1 tbsp Cumin coriander powderº tbsp Turmeric powderSalt to tasteInstructionsWash banana and cut in to long pieces.Heat oil at medium flame in pan. Add mustard seeds, when it sputtering, add cumin seeds.Add turmeric powder and garlic-ginger paste Stir them well.Add banana and red chili powder, cumin-coriander powder and salt according taste.Cook for 5 minutes at medium flame.When banana becomes soft, keep a side.Garnish with coriander leaves.Serve with Roti and Bhakhari .3.1","250 gm Banana,1 tbsp Coriander leaves,,2 tbsp Oil,1 tsp Garlic-ginger paste,º of Mustard seeds,º of Cumin seeds,Pinch of Asafetida,1 tbsp Red chili powder,1 tbsp Cumin coriander powder,º tbsp Turmeric powder,Salt to taste","Wash banana and cut in to long pieces.,Heat oil at medium flame in pan.,Add mustard seeds, when it sputtering, add cumin seeds.,Add turmeric powder and garlic-ginger paste Stir them well.,Add banana and red chili powder, cumin-coriander powder and salt according taste.,Cook for 5 minutes at medium flame.,When banana becomes soft, keep a side.,Garnish with coriander leaves.,Serve with Roti and Bhakhari .",Vegetables,20,67
Bataka Methi nu Shaak,"PrintBataka Methi nu ShaakRating: 51Prep Time: 10 minutesCook Time: 15 minutesTotal Time: 25 minutesServing Size: 4Methi Batata nu shaak is delicious daily meal subji. It is traditional kathiyawadi subji especially in winter season.Ingredients250 gm Potatoes (Bataka)250 gm Fenugreek leaves (chopped)1 tsp Lemon JuiceWater according to requirementFor Seasoning4 tbsp OilPinch of Mustard seedsPinch of Cumin seeds2 tsp Ginger-Chili pasteΩ tsp Turmeric powder1 tsp Garam masala1 tsp Cumin Coriander powderSalt to tasteInstructionsWash and peel the potatoes.Cut the potatoes in to small pieces.Heat oil in a pan at medium flame.Now add mustard seeds, when it spattering, add cumin seeds.Add turmeric powder, fenugreek leaves and potatoes, mix them well.Now add ginger-chili paste and salt according taste.Add 1 cup water in it.When it cooks add garam masala and cumin- coriander powder.Mix it well.Sprinkle lemon juice on it.Serve hot with Roti, Thepla, Rotla, and Plain Rice also.3.1","250 gm Potatoes (Bataka),250 gm Fenugreek leaves (chopped),1 tsp Lemon Juice,Water according to requirement,,4 tbsp Oil,Pinch of Mustard seeds,Pinch of Cumin seeds,2 tsp Ginger-Chili paste,Ω tsp Turmeric powder,1 tsp Garam masala,1 tsp Cumin Coriander powder,Salt to taste","Wash and peel the potatoes.,Cut the potatoes in to small pieces.,Heat oil in a pan at medium flame.,Now add mustard seeds, when it spattering, add cumin seeds.,Add turmeric powder, fenugreek leaves and potatoes, mix them well.,Now add ginger-chili paste and salt according taste.,Add 1 cup water in it.,When it cooks add garam masala and cumin- coriander powder.,Mix it well.,Sprinkle lemon juice on it.,Serve hot with Roti, Thepla, Rotla, and Plain Rice also.","Daily Meal,Vegetables,Winter Special",50,68
Mag ni Dal Äì Moong Dal,"PrintMag ni Dal Äì Moong DalPrep Time: 10 minutesCook Time: 10 minutesTotal Time: 20 minutesServing Size: 4Mag ni Dal is easy to make dried Gujarati preparation. Gujarati families used it in daily meal. With Gujarati masalas, it gives unique and entertaining taste.Ingredients1 Cup moong dal (dried yellow split peas)Water according to requirementFor Seasoning2 tbsp oilPinch of Asafetida1 tbsp Red chili powder1 tbsp Cumin coriander powderº tbsp Turmeric powder5 Garlic cloves Äì fine chopped1 tbsp Ginger garlic pasteSalt to tasteInstructionsWash moong dal and soak it 2-3 hour in warm water.Heat oil in a pan and add asafetida, turmeric powder and then moong dal.Stir it properly.Add garlic paste and ginger chili paste and stir well.Now add red chili powder, cumin coriander powder and salt in it.Add enough water and stir it well.Cover the lid and cook till dal become soft.Serve with regular thali.NotesYou can add tomato gravy also in it.3.1","1 Cup moong dal (dried yellow split peas),Water according to requirement,,2 tbsp oil,Pinch of Asafetida,1 tbsp Red chili powder,1 tbsp Cumin coriander powder,º tbsp Turmeric powder,5 Garlic cloves Äì fine chopped,1 tbsp Ginger garlic paste,Salt to taste","Wash moong dal and soak it 2-3 hour in warm water.,Heat oil in a pan and add asafetida, turmeric powder and then moong dal.,Stir it properly.,Add garlic paste and ginger chili paste and stir well.,Now add red chili powder, cumin coriander powder and salt in it.,Add enough water and stir it well.,Cover the lid and cook till dal become soft.,Serve with regular thali.","Daily Meal,Vegetables",60,69
Mamra Chivda,"Mamra Chivda is delicious, crunchy, crispy snack made with puffed rice, Corn flakes and nylon rice flacks. There are many variant of chivda, here I am posting mamra chivda. It is quick and easy to made snacks. We often made this mamra chivda during Janmasatmi and Diwali festivals.","100 gm Mamra (puffed rice),100 gm Corn flakes,100 gm Nylon Rice Flakes (Pauva),100 gm Besan sev,100 gm Ground Peanuts,5-6 Curry leaves,1tbsp Fennel seeds,1 tbsp Red Chili powder (optional),1 tbsp Turmeric powder,1 tbsp Sugar powder,Oil for frying,Salt to taste,","Heat oil in a pan at medium flame.,Fry peanuts at slow flame in hot oil.,Keep a side also fry1 cup nylon rice flakes in that oil.,Repeat for other flakes and keep a side.,Same fry corn flakes.,Sieve mamra and take in a big bowl.,Heat 2 tbsp oil in another pan and add fennel seeds, curry leaves and turmeric powder.,When fennel seeds are spluttering add in to mamra and mix salt, rice flakes, corn flakes, peanuts, sev, sugar powder and red chili powder in bowl.,Mix all properly.,When it becomes cool, store in an air tied container for 20-25 days.",Snacks,40,70
Vagharela Sprout Moong Bean,,"2 cup Sprout moong,Coriander for garnishing,,1 tsp Oil,º tsp Turmeric powder,º   tsp Red chili powder,º tsp black pepper powder,Salt to taste,Ω tsp lemon juice,","Heat oil in a pan at slow flame.,Now add turmeric powder, sprout moong, red chili powder and salt.,Stir well and mix lemon juice in it.,Sprinkle black pepper powder on it.,Garnish with coriander leaves.","Daily Meal,Snacks",10,71
Farali Pattice,Farali Pattice (Stuffed Aloo Tikki) is famous fasting recipe. Pattice is similar recipe to aloo tikki. Pattice is healthy option during vrat. It is easily available at roadside or at mithai shops during vrat days.,"4 potatoes,2 tbsp starch Powder (Arrowroat),Oil for frying,,1.5 cup green coconut (grated),1 cup roasted peanuts,1 tbsp raisins,1 tbsp green chili paste,1 tsp black pepper powder,2 tsp sugar powder,3 tsp lemon juice,Salt to taste","Boil, peel and mass potatoes properly.,Lumps are not appearing in potatoes.,Mix starch powder in it. And keep a side.,For stuffing, mix all stuffing ingredients well.,Now make medium balls from potato- starch mixture.,Make small puri with your finger.,Fill stuffing and cover all edge of puri with your finger.,And shape should like ball.,Repeat for other pattice.,Heat oil in a pan at medium flame and deep fry till it becomes crispy at outer layer and golden brown in color.,Serve with curd chutney or sauce.","Farali,Snacks",10,72
Shakarpara,,"2 cup Maida,2 tbsp Sooji,4 tbsp Ghee,1 cup Powdered Sugar,Oil or Ghee for frying,Milk according to requirement,","Mix soojo, maida, ghee, powdered sugar and knead the dough using milk.,Knead dough properly.,Make big balls from dough.,Roll out each ball like roti.,It should not be very thick or thin.,Cut small pieces from roti in to diamond shape.,Heat oil or ghee in a pan at medium flame.,Fry it till it become light pink in a color.,Keep in air tied container for 10-15 days.","Snacks,Sweets",45,73
Pani Puri (Gol Gappa),,"35-40 Puri,5-6 Potatoes (boiled),1 cup Chickpea (boiled),2 tsp Chili paste,1 tsp Black salt,1.5 tsp Pani puri masala,2 cup Besan sev,1 Onion (chopped),Coriander leaves for garnishing),,1 liter Water,10-12 Green chilies (crushed),50 gm Mint leaves (crushed,1 tbsp Pani puri masala","Peel and mass the potatoes in a bowl.,Mix chickpea, black salt, green chili and pani puri masala.,Take puri and make medium whole in upper side.,Feel  stuffing mixture approx 2 tsp in each puri.,Also add sev and onion in each puri.,Garnish with coriander leaves.,Add pani puriÄôs pani in this puri according to your taste and enjoy.",Snacks,12,74
Mathiya,"Mathiya is††is a savoury math dal flour based Gujarati Snacks. Most of Gujarati household made mathiya during Diwali or Holi festival.

PrintMathiyaRating: 51Prep Time: 10 minutesCook Time: 20 minutesTotal Time: 30 minutesServing Size: 4
Mathiya is normally Gujarati Diwali special Snacks. But normally it become all season snacks.Ingredients2 cup math dal flour1 cup urad dal flour2 tbsp chick pea flour (besan)1 tsp carom seeds (ajwin)2 tbs powdered sugarSalt to tasteOil for fryingWater according to requirementInstructionsSieve all flour in a bowl.Add salt, carom seeds, 2 tsp oil and add sugar.Mix it well. Add water and knead hard dough.Dough should be like hard as stone.Divide dough in small balls.Roll out each balls in to 3-4 inch round shape.Heat oil in a pan at medium flame.Fry all mathiya till it becomes golden in color.Sprinkle red chili powder on it.Store in air tied container for 10-15 days.Serve with tea, chutney etc.3.1","2 cup math dal flour,1 cup urad dal flour,2 tbsp chick pea flour (besan),1 tsp carom seeds (ajwin),2 tbs powdered sugar,Salt to taste,Oil for frying,Water according to requirement","Sieve all flour in a bowl.,Add salt, carom seeds, 2 tsp oil and add sugar.,Mix it well. Add water and knead hard dough.,Dough should be like hard as stone.,Divide dough in small balls.,Roll out each balls in to 3-4 inch round shape.,Heat oil in a pan at medium flame.,Fry all mathiya till it becomes golden in color.,Sprinkle red chili powder on it.,Store in air tied container for 10-15 days.,Serve with tea, chutney etc.","Farsan,Snacks",12,75
Muthia Dhokla,,"400 gm Bottle gourd,1 cup Wheat flour,1 cup Chickpea flour,1 cup Pearl millet flour,Ω cup Suji,2 tsp Garlic paste,1 tsp Ginger paste,3 tsp Green chili paste,2 tsp Turmeric powder,1 tsp Red chili powder,1 tsp Cumin coriander powder,2 tsp Lemon juice,1 tsp Sugar,Salt to taste,1 tsp Soda,2 tbsp Oil,3 tbsp oil,3 tsp sesame seeds,2 tsp mustard seeds,6-7 curry leaves",,"Daily Meal,Farsan",45,76
Vanva,,"250 gm Chickpea flour (Besan),2 table spoon Oil,Salt to taste,Oil for frying,One and half cup Water,2 tea spoon Carom seeds (ajwain),1 tea spoon Black pepper powder",,"Farsan,Snacks",78,77
Allo Sev with Mint,,"150 gm Chickpea flour (Besan),4 tea spoon Mint paste,250 gm Potatoes,1 tea spoon Red chili powder,2 tea spoon Ginger-Chili paste,Pinch of Asafetida,Salt to taste,Oil according to requirement",,"Farsan,Snacks",121,78
Allo Sev,,"150 gm Chickpea flour (Besan),250 gm Potatoes,1 tea spoon Red chili powder,Pinch of Asafetida,Salt to taste,Oil according to requirement",,Farsan,20,79
Thika Gathiya,Tikha Gathiya is spicy variant of famous kathiyawadi gathiya. Tikha gathiya is also famous tea time snacks. It is used mostly during monsoon & festival specially Janmasatami in major Gujarati household. Tikha Gathiya is also know as spicy deep fry noodles.,"250 gm Chickpea flour (Besan),2 table spoon Red chili powder,Salt to taste,Oil according to requirement,One and half cup water",,"Farsan,Snacks",21,80
Sabudana Khichadi,"Sabudana khichdi is a traditional fasting dish in India. Sabudana khichdi is made of sabudana, potatoes, and peanuts. Sabudana is also known as sago balls or tapioca pearls. Sabudana khichdi is made during any fast like adhik month, the month of Shravan, or any fasting day. It is a street food also in many states like Gujarat, Maharashtra, Madhya Pradesh, Uttar Pradesh, Rajasthan, etc. Normally I have made this khichdi for breakfast many times.","1 bowl Sabudana (Sagoball) (1 bowl approx - 100 gm),æ cup of Water,1 medium size boiled Potatoes (chopped into small pieces),æ bowl coarsely Peanut powder,º bowl Peanut,Ω teaspoon chopped green Chilli,7-8 Curry leaves,Sindhal namak as per taste,1 tsp Lemon juice,Chopped coriander leaves (hand full),1 teaspoon Sugar (Optional),2 teaspoon Peanut oil or Ghee,1 teaspoon Cumin","Take sagoball in a medium bowl.,Add water and wash it twice.,Add æ cup water in it.,Cover and leave for 4-5 hour or overnight.,After that you can see all the sagoball is separated.,Add coarsely peanut powder and mix gently with a spoon or finger.,Keep a side.,Heat oil in a pan at slow flame.,Add cumin in oil.,When it is tempered add peanuts .,Roast for 1 minute.,Now add curry leaves .,It appears to change color then add potato in it.,Mix well and after 2-3 minutes add sagoball in it.,Also mix singhal namak and mix it. Cover the lid for 5 minutes.,Remove  the  lid and mix.pour lemon juice on it.cook for a few seconds.,Garnish with coriander leaves.,Our sabudana khichdi is ready for serve..,Serve with curd or green chutney.",Farali,20,81
Masala Peanuts,"Masala peanuts is simple and easy to made fasting recipe and Indian snack. Normally all ages person like masala peanuts as snacks specially it is kids special snacks. Masala Peanuts is full of protein, †minerals, antioxidants and vitamins so it is very nutritious and delicious recipe.","250 gm Roasted peanuts (Peeled),1 tbsp Coriander leaves (Optional),1 Tomato (chopped) (Optional),4-5 Garlic Cloves (Optional),,1 tbsp Oil,º tsp Turmeric powder,2 tsp Red Chili powder,1 tsp Garam Masala powder,1 tsp Cumin Coriander powder,Salt according to taste,2 tsp Sugar (powdered),1 tsp Lemon juice","Heat oil in a pan at slow flame.,Add peanuts and stir fast in oil.,Add turmeric powder, red chili powder, salt and cumin coriander powder.,Mix well and add sugar and lemon juice in it.,Stir properly. Sprinkle garam masala or chat masala on it.,And garnish with tomato and coriander leaves.,Serve as a chat or fasting snack.","Farali,Snacks",120,82
Shakkariya No Shiro Äì Sweet Potato Fasting Recipe,"Shakkariya no Shiro (Sweet Potato Fasting Recipe) is popular Gujarati fasting recipes. During Shivrati or on fasting day, shakkariya no shiro is most common fasting recipes. Shiro is served with Sukhi Bhaji.","5 Shakkariya (Sweet Potatoes),4 tbsp Sugar,4 tbsp Ghee,3 cup Milk or Milk Cream,2 tsp Cardamom powder,2 tbsp Almond (chopped),Water according to requirement","Wash and steam sweet potatoes in a steamer for 20-25 minutes.,Till it become very soft.,Remove skin from it, and mass sweet potatoes properly.,Take pan heat ghee in it and add sweet potato, sugar and milk in it.,Stir well till ghee is evaporated.,Now add cardamom powder in it.,Garnish with almond.,Shiro is ready to serve.","Farali,Sweets",10,83
Moraiya ni Khichdi,"Moraiya ni Khichdi is popular Gujarati fasting recipes. It is quick and easy to to made fasting recipes. Normally it served with sabudana khichdi, sukhi bhaji, curd etc.","125 gm Moraiya,50 gm ground nuts,2 small Potatoes,1 tbsp coriander leaves (finely chopped),,º tsp black pepper powder,Ω tsp cumin seeds,º tsp red chilli powder,º tsp turmeric powder,2 tsp Ginger-chili paste,2 tsp Sugar,Ω cup Curds,Salt to taste,2-3 tbsp oil,5-6 curry leaves,2 cup water","Wash moraiya and cut potatoes into small pieces.,Then crush ground nuts carefully.,Heat oil in a pan add cumin seeds, curry leaves, turmeric powder and water.,When water start boiling add moraiya, grated potatoes, ground nuts, ginger chili paste, salt, red chili powder and black pepper powder. And stir well. When moraiya gets cooked, add sugar and curds. Mix well and garnish with coriander leaves.,So Moraiya ni Khichdi is ready for serve.",Farali,20,84
Sukhi Bhaji,"PrintSukhi BhajiRating: 51Prep Time: 10 minutesCook Time: 15 minutesTotal Time: 25 minutesServing Size: 4Sukhi Bhaji (Seasoned Potatoes) is easy farali dish. It taste good with Puri also. Beginner also can make it easily. Learn how to make easy farali gujarati recipes.Ingredients250 gm Potatoes1 tbsp Coriander leavesº tsp Black Pepper powderSeasoning2 tbsp Oil5-6 Curry leaves1/2 tsp Turmeric powderSalt to taste1/2 tsp Sugar1 tsp Lemon juice1 tsp Ginger paste1 tsp Green chili pasteInstructionsWash and cut in to two parts of potatoes.Then cook for 3 whistle.When it cools, peel potatoes and cut in to small pieces.Now heat oil in pan at medium flame .Add curry leaves.When it crackles add turmeric powder, ginger paste, green chili paste, potatoes, salt, sugar and lemon juice in it. Stir properly at slow flame for 3-4 minutes.Last add black pepper powder in it and mix well.Garnish with coriander leaves and lemon.Sukibhaji is ready for serve.NotesYou can serve with Rajagara Puri, Farali Bhakhari, Thepla and Roti also. You can add more chili and ginger paste also.3.1","250 gm Potatoes,1 tbsp Coriander leaves,º tsp Black Pepper powder,,2 tbsp Oil,5-6 Curry leaves,1/2 tsp Turmeric powder,Salt to taste,1/2 tsp Sugar,1 tsp Lemon juice,1 tsp Ginger paste,1 tsp Green chili paste","Wash and cut in to two parts of potatoes.,Then cook for 3 whistle.,When it cools, peel potatoes and cut in to small pieces.,Now heat oil in pan at medium flame .Add curry leaves.,When it crackles add turmeric powder, ginger paste, green chili paste, potatoes, salt, sugar and lemon juice in it. Stir properly at slow flame for 3-4 minutes.,Last add black pepper powder in it and mix well.,Garnish with coriander leaves and lemon.,Sukibhaji is ready for serve.","Farali,Snacks",50,85
Mag nu Shaak Äì Moong Daal Subji Äì Green Gram Curry,"PrintMag nu Shaak - Moong Daal Subji - Green Gram CurryRating: 51Prep Time: 5 minutesCook Time: 15 minutesTotal Time: 20 minutesServing Size: 4
Mag nu Shaak (Moong Daal Subji - Green Gram Curry) is protine rich Gujarati daal or Vegetable. Mag is protein rich and healthy cousins.Ingredients1 cup Mag (Moong Äì Green Gram)Water according to requirementFor Seasoning3 tbsp Oil1 Cumin coriander powder1 tbsp Red chili powderº tbsp turmeric powderSalt to taste1 tsp Lemon juiceInstructionsWash mag and soak it for 4-5 hour in warm water.Drain water from mag.Heat pressure cooker and add 4 cup water and mag in it. Lid the cover.Cook till 4 whistle.When cooker cool, open it.Now heat oil in a pan at medium flame.Add turmeric powder and mag in it.Stir properly.Add red chili powder, salt and cumin coriander powder and mix it well.Add 1 cup water and stir it.Cook for 3 minutes at slow flame.Add lemon juice in it.Serve with Roti, rotala, rice etc.NotesYou can add tomatoes, garlic paste, ginger paste. You can add more water also.3.1","1 cup Mag (Moong Äì Green Gram),Water according to requirement,,3 tbsp Oil,1 Cumin coriander powder,1 tbsp Red chili powder,º tbsp turmeric powder,Salt to taste,1 tsp Lemon juice","Wash mag and soak it for 4-5 hour in warm water.,Drain water from mag.,Heat pressure cooker and add 4 cup water and mag in it. Lid the cover.,Cook till 4 whistle.,When cooker cool, open it.,Now heat oil in a pan at medium flame.,Add turmeric powder and mag in it.,Stir properly.,Add red chili powder, salt and cumin coriander powder and mix it well.,Add 1 cup water and stir it.,Cook for 3 minutes at slow flame.,Add lemon juice in it.,Serve with Roti, rotala, rice etc.","Daily Meal,Vegetables",60,86
Baingan Bharta Äì ‡§¨‡•à‡§Ç‡§ó‡§® ‡§≠‡§∞‡§§‡§æ,"PrintBaingan Bharta Äì ‡§¨‡•à‡§Ç‡§ó‡§® ‡§≠‡§∞‡§§‡§æRating: 51Prep Time: 10 minutesCook Time: 30 minutesTotal Time: 40 minutesServing Size: 4
Ringna no odo (Baingan bharta) is most famous Kathiyawadi winter cuisines. It is taste delicious with Rotlo, spring onion, butter and lasan chutney.Ingredients2 medium sizes Ringan (Eggplants)1 medium size Tomatoes (Chopped)2 medium sizes Onions Spring (Chopped)3 tbsp Oil1 tbsp Coriander leaves (chopped)Onion spring leaves for garnishingFor Seasoning2 Ω tbsp Oil1 tsp Mustard seeds1 tsp Cumin seeds1 tbsp Red Chili powder2 tsp Garlic pasteº tbsp Turmeric powderΩ tbsp Coriander Äì Cumin powder1 tsp Garam masalaSalt to tastePinch of AsafetidaInstructionsFirst coat oil to eggplants.Now put directly on gas flame. Roast it with rotate frequently.Remove from flame, when it roasted.Peel it and mash well.Now take oil in pan for seasoning. Heat it at low flame.Add mustard seed, cumin seed, curry leaves. When it crackle, add asafetida, chopped onion and chopped tomatoes.Cook it till 5-10 mins then add salt, turmeric powder, red chili powder, cumin powder, ginger chili paste, garlic paste in it and stir properly.Then add mashed eggplant and stir well. Cook for 5 mins at medium flame.Now add garam masala on it.Garnish with coriander leaves and onion spring leaves.Serve hot with Rotla, Rotli, Lasan Chutney, Makkhan (Butter).NotesYou can add more garlic paste to make Spicer. You can add Pav Bhaji masala instead of Garam masala.3.1","2 medium sizes Ringan (Eggplants),1 medium size Tomatoes (Chopped),2 medium sizes Onions Spring (Chopped),3 tbsp Oil,1 tbsp Coriander leaves (chopped),Onion spring leaves for garnishing,,2 Ω tbsp Oil,1 tsp Mustard seeds,1 tsp Cumin seeds,1 tbsp Red Chili powder,2 tsp Garlic paste,º tbsp Turmeric powder,Ω tbsp Coriander Äì Cumin powder,1 tsp Garam masala,Salt to taste,Pinch of Asafetida","First coat oil to eggplants.,Now put directly on gas flame. Roast it with rotate frequently.,Remove from flame, when it roasted.,Peel it and mash well.,Now take oil in pan for seasoning. Heat it at low flame.,Add mustard seed, cumin seed, curry leaves. When it crackle, add asafetida, chopped onion and chopped tomatoes.,Cook it till 5-10 mins then add salt, turmeric powder, red chili powder, cumin powder, ginger chili paste, garlic paste in it and stir properly.,Then add mashed eggplant and stir well. Cook for 5 mins at medium flame.,Now add garam masala on it.,Garnish with coriander leaves and onion spring leaves.,Serve hot with Rotla, Rotli, Lasan Chutney, Makkhan (Butter).","Vegetables,Winter Special",40,87
Batata nu Shaak Äì Potato Curry,"PrintBatata nu Shaak Äì Potato CurryRating: 51Prep Time: 10 minutesCook Time: 15 minutesTotal Time: 25 minutesServing Size: 4Batata nu shaak (Potato Curry) is most common Gujarati dish. Gujarati thali is incomplete without batata nu shaak (Aloo Subji).Ingredients250 gm Potatoes (Bataka)1 tbsp Coriander leaves1 tbsp lemon juiceWater Ω cupFor Seasoning4 tbsp OilPinch of Mustard seedsPinch of Cumin seeds1 tbsp Red chili powderº tbsp turmeric powderSalt to tasteInstructionsWash and peel the potatoes.Cut the potatoes in to small pieces.Take presser cooker and heat oil at medium flame.Now add mustard seeds, when it spattering, add cumin seeds.Add turmeric powder and potatoes, mix them well.Now add red chili powder and salt according taste.Add 1 cup water in it and cook for 2 whistles.Remove lid and boil it with low flame for 2 minutes.Now garnish with coriander leaves, lemon juice and serve hot.Serve hot with Rotli , Thepla , Rotla , Khichdi or Plain Rice also.Notescan add more red chili to make it spicy.3.1","250 gm Potatoes (Bataka),1 tbsp Coriander leaves,1 tbsp lemon juice,Water Ω cup,,4 tbsp Oil,Pinch of Mustard seeds,Pinch of Cumin seeds,1 tbsp Red chili powder,º tbsp turmeric powder,Salt to taste","Wash and peel the potatoes.,Cut the potatoes in to small pieces.,Take presser cooker and heat oil at medium flame.,Now add mustard seeds, when it spattering, add cumin seeds.,Add turmeric powder and potatoes, mix them well.,Now add red chili powder and salt according taste.,Add 1 cup water in it and cook for 2 whistles.,Remove lid and boil it with low flame for 2 minutes.,Now garnish with coriander leaves, lemon juice and serve hot.,Serve hot with Rotli , Thepla , Rotla , Khichdi or Plain Rice also.","Daily Meal,Vegetables",10,88
